droplet_number,v_down_mps_wls,v_down_stderr_wls,R2_down,chi2red_down,N_down,v_up_mps_wls,v_up_stderr_wls,R2_up,chi2red_up,N_up,v_down_mps_ols,v_down_stderr_ols,v_up_mps_ols,v_up_stderr_ols,ok_down,ok_up
58,5.0676958107990434e-05,2.711611877105372e-07,0.9988340074369637,10.813671709360309,166,1.3095714443691061e-05,1.9933118796073435e-07,0.9891579185127725,6.3059211763183285,158,5.050554380328566e-05,1.338607945438398e-07,1.3287611136731661e-05,1.0834121315122706e-07,True,True
59,3.2348601200486824e-05,1.194563384591786e-07,0.9991070939862655,16.433789683283855,344,6.195008013420349e-07,3.9883410734310954e-07,0.06325628462345101,14.16167537090903,157,3.216179159360271e-05,5.0741359011232434e-08,5.776780479240911e-07,1.7327188471079172e-07,True,False
60,3.124046192102147e-05,1.5506191793925623e-07,0.9969562833886645,111.36121092481044,322,3.405416694492618e-05,7.521919115937997e-07,0.9895521202545476,22.931187909570482,98,3.1052072753726106e-05,9.436763494702808e-08,3.390215577255344e-05,3.551897734523405e-07,True,True
61,9.099748467785354e-05,2.631324613298581e-07,0.9985453003131816,117.5801975092805,169,2.1421066051386342e-05,2.989624048415663e-07,0.9945253437094798,16.95311074999765,164,9.04000772808762e-05,2.619111270377598e-07,2.136934963883941e-05,1.2437497912999997e-07,True,True
62,3.2752877920252474e-05,1.4258580508799482e-07,0.99894683560745,39.412965694104315,348,1.5051293554399812e-05,1.0121688641045696e-06,0.8551068628769272,1325.0522018701715,251,3.270573478336208e-05,5.692280334011579e-08,1.754491192738205e-05,4.033316362558899e-07,True,False
63,2.1342397343805438e-05,1.4315347744807743e-07,0.9979744451646757,34.960681395621336,313,3.9285516370072366e-05,3.9481335016613514e-07,0.997111070007619,14.758457914649743,84,2.141089389077125e-05,5.4476930056337805e-08,3.9265854627300465e-05,2.3244684527948777e-07,True,True
64,5.7296093207317015e-05,2.696959843330779e-07,0.9995283567311573,1.6547781788725513,115,2.1717723916803786e-05,5.919195652296518e-07,0.9852670775639298,4.317598508901928,91,5.723388305847075e-05,1.168019610811614e-07,2.1434084310338515e-05,2.7617186078144887e-07,True,True
65,6.195798536665163e-05,4.15304834920332e-07,0.9985234373734859,40.67846795907401,263,1.1185290936799326e-05,1.0250179134135736e-06,0.930752567112756,1.0741262544806607,12,6.076536008617398e-05,1.2306561998337772e-07,1.1296395911780541e-05,9.72548936619932e-07,True,False
66,3.294609269148641e-05,1.4297251845433385e-07,0.9992209068144958,6.843946879043221,184,2.1216340333892935e-05,2.7785302251703174e-07,0.9939525313261287,13.541927704016116,184,3.304864983410955e-05,6.787591269811938e-08,2.1361672270439252e-05,1.2300805794583924e-07,True,True
67,3.8628033131507124e-05,4.0951897996708677e-07,0.9971190152015398,3.988052711173192,41,3.6882931185037414e-05,1.5706247350306055e-06,0.9767242481472662,7.336180967243287,21,3.848499061913699e-05,3.2920343877841135e-07,3.743756243756247e-05,1.318474339012933e-06,True,False
68,5.90780609297437e-05,7.04281925709887e-07,0.997990063414667,5.758295723009686,90,1.34968946710238e-05,5.854023153184439e-07,0.9716699565438618,9.708539133799762,100,5.8682458423167135e-05,2.7713339909493227e-07,1.3586008139269196e-05,2.3415219781949402e-07,True,False
69,2.7642604111020483e-05,6.643369794356062e-07,0.9915258243422198,5.28672469526847,41,5.30143081244251e-05,9.106753398681803e-07,0.9888385403592184,9.501932111449257,24,2.792146877512732e-05,4.1073530220266183e-07,5.2332775919732484e-05,1.1740842180424211e-06,True,True
70,2.464745665474103e-05,6.554976118704911e-07,0.9894410919634601,3.0785047758777693,46,5.8908248712716626e-05,1.169120395550217e-06,0.990395808988696,9.804685491247257,36,2.4871320477240956e-05,3.802462420449057e-07,5.773438273438284e-05,9.518742068260666e-07,True,True
71,3.3851443739641235e-05,5.413542070453594e-07,0.9949743683688467,14.023999740292057,65,1.4684103923924163e-05,3.132258478958631e-06,0.6981926612999071,289.23896060002414,28,3.397239779451319e-05,3.037536379797446e-07,1.4667463800088935e-05,1.8558400854698586e-06,True,False
72,2.8953777460197097e-05,9.585187948702338e-07,0.9867334782651928,8.586631925849856,42,5.8126806606860066e-05,6.988334566392184e-06,0.8383949946804283,711.6068927766394,58,2.892640541534473e-05,5.299283083447566e-07,5.289127034643664e-05,3.0061564722749335e-06,True,False
73,6.150650238892279e-06,1.1276176787548156e-06,0.7796817527778162,0.8420310477142001,12,8.023191255214734e-05,1.3926524720724484e-06,0.9952172786615124,21.097157429435395,40,5.8499193114577366e-06,9.761065827808378e-07,7.970666762880636e-05,8.905075834974477e-07,False,True
74,4.9589208741725676e-05,2.77891446707604e-07,0.9990072803740749,6.848157374817904,85,2.7522981513386736e-05,6.82159338846813e-07,0.9910137856950793,12.652764306049182,62,4.9712872626689327e-05,1.7129519544937532e-07,2.7361145816989306e-05,3.3520563164961866e-07,True,True
75,3.0722294373991554e-05,2.6462975543234485e-07,0.9980477614933507,6.590979824741327,109,8.312429781651898e-05,2.696452123817177e-06,0.9507342394913691,222.40278574574708,59,3.07100646550188e-05,1.3084146567425934e-07,7.509328777592953e-05,1.888015214645779e-06,True,False
76,4.138490239603989e-06,5.260375240528265e-07,0.7756855222575558,1.276167090469318,17,8.828507692793826e-05,5.441298415561065e-06,0.9638298959974936,172.47765471538796,37,4.619155354449465e-06,6.19117385632497e-07,8.377557719662974e-05,2.5856689961111844e-06,False,False
77,2.3165091964593224e-05,5.374585550106835e-07,0.991174030447438,0.9936101380528786,46,5.881925172895002e-05,7.389601499952059e-06,0.9004639964615364,75.64946617637858,31,2.310657273654504e-05,3.261274363404969e-07,6.085586874315864e-05,3.721848037214509e-06,True,False
78,4.586025225685968e-05,5.986522783220749e-06,0.8565061781443577,531.0104547060122,73,,,,,0,5.0438514922443355e-05,2.3775058337004865e-06,,,False,False
79,5.0206807959800814e-06,6.146893337416979e-06,0.17395009419662555,71.3913108218257,24,,,,,0,8.787625418060194e-06,3.223432361588846e-06,,,False,False
80,1.4205880626337357e-05,5.207415238025639e-07,0.9803883682088447,1.6860873420238778,36,,,,,0,1.4174339174339193e-05,3.435778138104671e-07,,,True,False
81,1.4604011868768525e-05,2.3656575977036344e-06,0.7969770268465625,12.794104998846967,33,,,,,0,1.7341114767585323e-05,1.4427923050328241e-06,,,False,False
82,4.9381437768452666e-05,5.775766272602223e-07,0.9965710990576846,8.023218604438394,92,,,,,0,4.937304307516844e-05,3.0405021691886e-07,,,True,False
83,2.9824586414636493e-05,1.2732490262767641e-06,0.9697140432810284,6.393632022690295,39,,,,,0,3.019697913422607e-05,8.462391129009307e-07,,,False,False
84,5.7199411888641926e-05,3.2851579832898187e-06,0.9603618648262109,3.930493085494792,18,,,,,0,5.840676351512258e-05,2.9394078329554517e-06,,,False,False
85,1.4831849786302477e-05,7.843724463022539e-07,0.9666679479920944,8.573984548634746,49,,,,,0,1.4723900430883483e-05,3.9485913945221626e-07,,,False,False
86,4.444933748390577e-05,9.532919962827953e-07,0.988950473737477,1.003428632829629,25,,,,,0,4.4408284023668495e-05,9.66025232676967e-07,,,True,False
87,5.2438935673985085e-05,9.716529930953935e-07,0.9937044713111914,3.58358512566803,51,,,,,0,5.230247128437172e-05,5.851449062083022e-07,,,True,False
88,6.220488694950507e-05,3.02986325007226e-07,0.9992462600900545,1.5165817287294345,45,,,,,0,6.211867842302626e-05,2.597338353351182e-07,,,True,False
89,0.0001139538298300151,1.973873068445461e-06,0.9915071118948566,35.391894355620586,59,,,,,0,0.00011339522546419099,1.3856564189653755e-06,,,True,False
90,7.320641981058417e-05,7.259934502715278e-07,0.9985349077342732,2.826587319208917,69,,,,,0,7.331792248672044e-05,3.4278876050929583e-07,,,True,False
91,4.057044094606527e-05,4.825346612334971e-07,0.998128280323485,3.0840000262029372,48,,,,,0,4.0561642005411005e-05,2.5890383976791724e-07,,,True,False
92,4.5799362908626354e-05,1.6631914346901257e-06,0.9769669643267133,13.549005850606147,47,,,,,0,4.5997740695936775e-05,1.0469029360287205e-06,,,False,False
93,7.516465781676696e-05,3.086807870299112e-07,0.9978303341303397,11.711652211185793,106,,,,,0,7.3843983560083e-05,3.024618464914471e-07,,,True,False
94,5.059047546203289e-05,1.0461471102126464e-06,0.9887416850869912,5.3773868615446085,45,,,,,0,5.0917198743285705e-05,8.258785999986745e-07,,,True,False
95,3.6784452778489376e-05,2.227045151328517e-06,0.9778020387143664,1.0223831862481008,16,,,,,0,3.6538461538461564e-05,1.464359540483755e-06,,,False,False
96,2.056926650736701e-05,9.294008149891342e-07,0.9695309959749411,1.8854293105563322,22,,,,,0,2.029492246883546e-05,7.868929332059468e-07,,,False,False
97,6.34032223435338e-05,1.4466404256702716e-06,0.9914809431743745,28.295945720504726,62,,,,,0,6.299116888752009e-05,7.424287720834807e-07,,,True,False
98,7.375864691127605e-05,5.562703637088583e-07,0.9989101775296156,2.6690245740579326,67,,,,,0,7.356317957722695e-05,2.9641090438467963e-07,,,True,False
99,6.200717120062019e-05,1.7111019775242957e-06,0.9750619598372284,11.258764206634366,17,,,,,0,6.622360482654602e-05,2.39149172975031e-06,,,False,False
100,5.8425144304068996e-05,1.2210263420477156e-06,0.9957346847700712,0.9691045805689292,19,,,,,0,5.8063427800269794e-05,9.14086368238319e-07,,,True,False
101,5.098488225114615e-05,7.793186743572983e-07,0.9963151649359954,4.985904917806675,81,,,,,0,5.0667083593912874e-05,3.4459224552408277e-07,,,True,False
102,4.751649648094975e-05,5.594424989751544e-07,0.9980174119092374,2.2999960202190404,39,,,,,0,4.7633136094674555e-05,3.483047663201016e-07,,,True,False
103,3.6421511686830875e-06,1.1402132817515648e-06,0.3185695494092219,94.9770763979505,52,,,,,0,7.60660410195117e-06,1.0539918176353122e-06,,,False,False
104,8.882648072651589e-05,3.625204431422803e-06,0.9823681882150496,41.29211710441412,40,,,,,0,8.752164814547558e-05,1.8787199130616028e-06,,,True,False
105,7.557663069566541e-05,1.2092075445302708e-06,0.9949503958346013,3.175813952095533,32,,,,,0,7.535106023009239e-05,9.779547719294818e-07,,,True,False
106,4.171193635814021e-06,7.439265363998912e-07,0.7251626161077402,4.643140317292206,38,,,,,0,4.896414724449534e-06,4.810813964669447e-07,,,False,False
107,1.748949979981212e-05,1.510130887392802e-06,0.9322055009602052,0.734136348523651,16,,,,,0,1.872171945701341e-05,1.2927995715051541e-06,,,False,False
108,7.130919814000755e-07,3.242726140870146e-07,-0.028298288498234347,10.37619295816318,29,,,,,0,3.5978450889426854e-07,2.6005553230822127e-07,,,False,False
109,8.664826319632279e-06,4.493106936184599e-07,0.8978319018073061,28.36033004070442,84,,,,,0,9.737298545468015e-06,3.3452942690003873e-07,,,False,False
110,5.966077305199024e-05,1.3188323124971726e-06,0.989428705062718,7.0559672143208205,28,,,,,0,6.042377163066822e-05,1.187895510254122e-06,,,True,False
111,6.057585569548005e-05,5.786703415181135e-07,0.9980297429753595,17.852469635545575,90,,,,,0,6.0481350974004395e-05,2.8517817415282106e-07,,,True,False
112,7.666554498613359e-05,9.536084859063581e-07,0.9964822215391718,5.227758554605363,37,,,,,0,7.613433271328005e-05,7.588527514147443e-07,,,True,False
